# X Y X1 X2 Y1 Y2
   -2.96      0.1     0.14     0.14     0.16     0.16  #HE2246-2410 
   -2.46     0.09      0.1      0.1     0.13     0.13  #SDSSJ001820.5-093939.2 
    -2.7    -0.21     0.02     0.02     0.02     0.02  #CS22186-005 
    -2.9     0.05     0.01     0.01     0.05     0.05  #CS30344-033 
   -2.85     -0.1     0.21     0.21     0.26     0.26  #CS22169-008 
   -3.63        0     0.21     0.21     0.33     0.33  #CS22171-037 
   -3.29    -0.22     0.22     0.22     0.27     0.27  #CS22174-020 
   -3.42    -0.03     0.21     0.21     0.27     0.27  #CS22177-009 
      -3    -0.02     0.22     0.22     0.27     0.27  #CS22177-010 
   -2.86        0     0.21     0.21     0.28     0.28  #CS22180-014 
   -2.82    -0.16     0.21     0.21     0.26     0.26  #CS22186-017 
   -2.85     0.09     0.21     0.21     0.26     0.26  #CS22872-102 
   -3.08     0.14     0.21     0.21     0.24     0.24  #CS22873-072 
   -2.79     -0.1     0.21     0.21     0.24     0.24  #CS22874-123 
   -3.03     0.05     0.22     0.22     0.26     0.26  #CS22877-051 
   -2.97    -0.07     0.21     0.21     0.23     0.23  #CS22878-002 
   -3.01     0.01     0.21     0.21     0.26     0.26  #CS22879-012 
   -3.02    -0.02     0.21     0.21     0.26     0.26  #CS22879-051 
   -3.15    -0.01     0.21     0.21     0.25     0.25  #CS22879-094 
   -2.79     0.08     0.17     0.17      0.2      0.2  #CS22881-039 
   -2.96     0.03     0.21     0.21     0.26     0.26  #CS22881-070 
   -2.94    -0.02     0.21     0.21     0.27     0.27  #CS22882-006 
    -3.1    -0.07     0.22     0.22     0.26     0.26  #CS22884-108 
   -2.78     0.01     0.21     0.21     0.25     0.25  #CS22885-040 
   -2.73    -0.01     0.21     0.21     0.27     0.27  #CS22885-203 
   -2.92     0.08     0.21     0.21     0.28     0.28  #CS22886-003 
   -2.58      0.3     0.17     0.17     0.21     0.21  #CS22886-013 
   -2.73    -0.07     0.21     0.21     0.25     0.25  #CS22888-014 
   -3.71     0.21     0.22     0.22     0.28     0.28  #CS22888-031 
   -3.09     0.04     0.22     0.22     0.23     0.23  #CS22889-050 
   -2.68    -0.11     0.21     0.21     0.24     0.24  #CS22890-011 
   -3.12     0.05     0.21     0.21     0.23     0.23  #CS22890-064 
   -2.96     0.01     0.21     0.21     0.25     0.25  #CS22894-004 
   -2.98    -0.05     0.22     0.22     0.26     0.26  #CS22894-019 
   -3.14     0.03     0.21     0.21     0.25     0.25  #CS22894-023 
   -2.84     0.15      0.1      0.1     0.19     0.19  #CS22894-049 
   -2.82    -0.01     0.21     0.21     0.27     0.27  #CS22896-115 
   -2.83      0.2     0.17     0.17      0.2      0.2  #CS22898-043 
   -2.71     0.09     0.17     0.17      0.2      0.2  #CS22941-027 
   -2.95    -0.08     0.21     0.21     0.27     0.27  #CS22943-059 
   -2.63     0.03     0.21     0.21     0.29     0.29  #CS22943-132 
   -2.64     0.02     0.21     0.21     0.27     0.27  #CS22944-014 
   -2.96     0.04     0.22     0.22     0.26     0.26  #CS22944-061 
   -3.29    -0.08     0.21     0.21     0.24     0.24  #CS22945-031 
   -2.98    -0.02     0.21     0.21     0.23     0.23  #CS22945-058 
   -3.32     0.29     0.21     0.21      0.3      0.3  #CS22948-093 
   -3.01     0.03     0.21     0.21     0.25     0.25  #CS22949-030 
   -2.74     0.01     0.21     0.21     0.29     0.29  #CS22951-005 
   -3.21      0.1     0.22     0.22     0.25     0.25  #CS22953-037 
      -3     -0.1     0.21     0.21     0.27     0.27  #CS22954-004 
   -2.81     0.03     0.21     0.21     0.24     0.24  #CS22956-015 
   -2.73     0.03     0.21     0.21     0.28     0.28  #CS22956-021 
   -2.71     0.08     0.22     0.22     0.23     0.23  #CS22956-081 
