# X Y X1 X2 Y1 Y2
    -2.9     0.43        0        0     0.11     0.11  #CS31082-001 
    -2.9     0.39      0.1      0.1     0.03     0.03  #BS16085-0050 
   -3.02     0.31     0.14     0.14     0.16     0.16  #BS16469-075 
   -2.84     0.28     0.15     0.15     0.06     0.06  #HD115444 
   -2.78     0.38     0.12     0.12     0.11     0.11  #HD126587 
   -2.49      0.4     0.12     0.12     0.13     0.13  #HD186478 
   -2.88     0.51     0.09     0.09     0.01     0.01  #HD4306 
   -3.06     0.38      0.2      0.2     0.08     0.08  #HD88609 
    -2.6     0.09        0        0        0        0  #CS30306-082 
   -2.62     0.52        0        0        0        0  #CS31061-062 
   -2.72      0.5     0.14     0.14     0.07     0.07  #BD+05_3098 
   -2.75     0.42     0.13     0.13     0.08     0.08  #BD-17_6036 
   -3.03     0.42     0.08     0.08     0.04     0.04  #BD-18_5550 
   -3.03     0.25     0.18     0.18     0.25     0.25  #BS16981-009 
   -2.81     0.34     0.18     0.18     0.25     0.25  #CS22175-007 
   -2.81     0.31     0.18     0.18     0.25     0.25  #CS29491-069 
    -2.9     0.27     0.19     0.19     0.26     0.26  #CS29491-109 
   -2.81      0.3     0.18     0.18     0.25     0.25  #CS29497-004 
   -2.61     0.31     0.18     0.18     0.25     0.25  #CS29510-058 
   -3.35     0.13     0.18     0.18     0.25     0.25  #CS30308-035 
   -2.97     0.28     0.17     0.17     0.24     0.24  #CS30315-001 
   -2.74      0.2     0.18     0.18     0.24     0.24  #CS30337-097 
   -2.97     0.26     0.18     0.18     0.24     0.24  #CS30343-063 
   -2.72     0.14     0.18     0.18     0.25     0.25  #CS31060-047 
   -3.06     0.17     0.17     0.17     0.24     0.24  #CS31072-118 
   -3.06     0.37     0.17     0.17     0.24     0.24  #HE0005-0002 
   -3.33    -0.03     0.18     0.18     0.26     0.26  #HE0008-3842 
   -3.23     0.29     0.18     0.18     0.25     0.25  #HE0017-4838 
   -3.22     0.34     0.18     0.18     0.25     0.25  #HE0037-2657 
   -3.28     0.29     0.18     0.18     0.25     0.25  #HE0044-2459 
   -2.56     0.24     0.18     0.18     0.25     0.25  #HE0044-4023 
    -3.3     0.37     0.18     0.18     0.25     0.25  #HE0104-4007 
   -3.31     0.24     0.19     0.19     0.27     0.27  #HE0104-5300 
   -2.52     0.25     0.18     0.18     0.25     0.25  #HE0109-0742 
   -2.99     0.18     0.18     0.18     0.25     0.25  #HE0111-1454 
   -2.97     0.38     0.18     0.18     0.25     0.25  #HE0121-2826 
   -3.08     0.35     0.18     0.18     0.25     0.25  #HE0131-2740 
   -2.62     0.03     0.18     0.18     0.25     0.25  #HE0143-4108 
   -2.95     0.28     0.18     0.18     0.25     0.25  #HE0143-4146 
   -3.08     0.24     0.19     0.19     0.25     0.25  #HE0157-3335 
   -3.23     0.18     0.18     0.18     0.25     0.25  #HE0240-6105 
   -3.04     0.34     0.18     0.18     0.25     0.25  #HE0243-5238 
   -2.56      0.4     0.17     0.17     0.24     0.24  #HE0244-4111 
   -2.53     0.29     0.18     0.18     0.24     0.24  #HE0248+0039 
   -2.82     0.51     0.18     0.18     0.25     0.25  #HE0308-1154 
   -2.73      0.3     0.19     0.19     0.25     0.25  #HE0315+0000 
   -3.14     0.25     0.17     0.17     0.25     0.25  #HE0316+0214 
   -3.14     0.32     0.18     0.18     0.25     0.25  #HE0323-4529 
   -2.87     0.19     0.18     0.18     0.25     0.25  #HE0331-4939 
   -2.75     0.47     0.18     0.18     0.25     0.25  #HE0336-3829 
   -2.61     0.35     0.18     0.18     0.25     0.25  #HE0337-5127 
   -2.88     0.12     0.18     0.18     0.25     0.25  #HE0340-5355 
   -3.17     0.13     0.18     0.18     0.25     0.25  #HE0353-6024 
   -2.88     0.04     0.18     0.18     0.25     0.25  #HE0400-2917 
   -3.34     0.37     0.18     0.18     0.25     0.25  #HE0401-0138 
   -2.72     0.14     0.18     0.18     0.25     0.25  #HE0430-4901 
   -3.19     0.34     0.18     0.18     0.25     0.25  #HE0432-0923 
   -2.79     0.23     0.18     0.18     0.25     0.25  #HE0513-4557 
   -2.61     0.28     0.19     0.19     0.25     0.25  #HE0517-1952 
   -2.52     0.39     0.18     0.18     0.24     0.24  #HE0519-5525 
   -3.01     0.15     0.18     0.18     0.24     0.24  #HE0547-4539 
   -2.75     0.21     0.19     0.19     0.25     0.25  #HE0858-0016 
   -2.88     0.39     0.18     0.18     0.25     0.25  #HE1044-2509 
   -3.34     0.26     0.18     0.18     0.24     0.24  #HE1054-0059 
   -2.65     0.52     0.18     0.18     0.25     0.25  #HE1122-1429 
   -2.69     0.35     0.18     0.18     0.25     0.25  #HE1126-1735 
   -2.72     0.27     0.19     0.19     0.25     0.25  #HE1127-1143 
   -2.57     0.55     0.18     0.18     0.25     0.25  #HE1210-1956 
      -3     0.36     0.18     0.18     0.25     0.25  #HE1214-1819 
    -2.9      0.3     0.19     0.19     0.25     0.25  #HE1215+0149 
    -2.8    -0.01     0.18     0.18     0.25     0.25  #HE1219-0312 
   -2.75     0.39     0.18     0.18     0.25     0.25  #HE1225+0155 
   -2.91     0.26     0.18     0.18     0.25     0.25  #HE1237-3103 
   -2.67     0.22     0.18     0.18     0.25     0.25  #HE1243-1425 
    -3.4     0.41     0.19     0.19     0.25     0.25  #HE1246-1344 
   -2.61     0.21     0.18     0.18     0.24     0.24  #HE1247-2114 
   -2.89     0.26     0.19     0.19     0.25     0.25  #HE1248-1800 
   -2.65     0.04     0.18     0.18     0.25     0.25  #HE1249-2932 
   -2.73     0.18     0.18     0.18     0.25     0.25  #HE1251-0104 
   -3.28      0.5     0.19     0.19     0.25     0.25  #HE1252+0044 
   -2.86    -0.04     0.18     0.18     0.26     0.26  #HE1252-0117 
   -2.95     0.24     0.19     0.19     0.25     0.25  #HE1254+0009 
   -3.02     0.33     0.18     0.18     0.25     0.25  #HE1300-0642 
   -3.25      0.3     0.19     0.19     0.25     0.25  #HE1300-2431 
   -2.88     0.16     0.18     0.18     0.25     0.25  #HE1311-1412 
   -2.98     0.24     0.18     0.18     0.25     0.25  #HE1314-3036 
   -2.82     0.07     0.19     0.19     0.25     0.25  #HE1345-0206 
   -3.17      0.3     0.18     0.18     0.25     0.25  #HE1419-1759 
   -3.24     0.34     0.18     0.18     0.25     0.25  #HE2139-1851 
   -2.69     0.37     0.19     0.19     0.25     0.25  #HE2145-3025 
   -2.59     0.25     0.18     0.18     0.25     0.25  #HE2201-0637 
   -2.79     0.22     0.18     0.18     0.25     0.25  #HE2204-1703 
   -2.73     0.38     0.18     0.18     0.25     0.25  #HE2206-2245 
   -3.23     0.16     0.18     0.18     0.25     0.25  #HE2216-0621 
   -2.58     0.26     0.19     0.19     0.25     0.25  #HE2217-0706 
   -2.62     0.33     0.19     0.19     0.25     0.25  #HE2217-1523 
   -2.92      0.2     0.18     0.18     0.25     0.25  #HE2219-0713 
   -2.73     0.38     0.18     0.18     0.25     0.25  #HE2222-4156 
   -2.58     0.31     0.18     0.18     0.24     0.24  #HE2224+0143 
    -2.6     0.38     0.17     0.17     0.25     0.25  #HE2224-4103 
   -2.87     0.28     0.19     0.19     0.25     0.25  #HE2226-4102 
   -3.07     0.37     0.18     0.18     0.25     0.25  #HE2228-3806 
   -2.78     0.32     0.18     0.18     0.25     0.25  #HE2234-0521 
   -2.87     0.34     0.18     0.18     0.25     0.25  #HE2244-1503 
   -2.73        0     0.18     0.18     0.25     0.25  #HE2248-3345 
   -2.97     0.21     0.18     0.18     0.25     0.25  #HE2258-3456 
   -3.02     0.18     0.18     0.18     0.24     0.24  #HE2304-4153 
   -2.78     0.34     0.18     0.18     0.25     0.25  #HE2311+0129 
   -3.38     0.38     0.18     0.18     0.25     0.25  #HE2319-0852 
   -2.85     0.48     0.18     0.18     0.25     0.25  #HE2325-0755 
   -2.78     0.25     0.19     0.19     0.25     0.25  #HE2326+0038 
   -2.93     0.19     0.18     0.18     0.25     0.25  #HE2327-5642 
   -3.34     0.28     0.18     0.18     0.25     0.25  #HE2333-1358 
   -2.86     0.34     0.18     0.18     0.25     0.25  #HE2338-1311 
   -2.64     0.24     0.18     0.18     0.25     0.25  #HE2338-1618 
   -2.56     0.19     0.19     0.19     0.24     0.24  #HE2347-1334 
   -2.84     0.18      0.2      0.2     0.11     0.11  #BS16033-008 
   -2.89     0.38      0.2      0.2      0.1      0.1  #BS16080-054 
   -2.53     0.36     0.19     0.19      0.1      0.1  #BS16083-172 
    -3.1     0.23     0.21     0.21     0.13     0.13  #BS16084-160 
   -2.82     0.36     0.22     0.22     0.14     0.14  #BS16089-013 
   -2.74     0.33      0.2      0.2     0.11     0.11  #CS30325-028 
   -2.64     0.15      0.2      0.2      0.1      0.1  #CS30327-038 
   -2.75     0.36     0.19     0.19     0.09     0.09  #CS30329-004 
   -2.99     0.72        0        0        0        0  #HD200654 
   -2.82     0.37      0.2      0.2     0.13     0.13  #BS16934-002 
   -2.66     0.28     0.14     0.14      0.1      0.1  #CS22886-042 
    -3.3     0.32     0.23     0.23     0.16     0.16  #CS30322-023 
   -2.53     0.03     0.02     0.02      0.1      0.1  #HD122563 
   -2.58     0.26     0.03     0.03     0.04     0.04  #BD+23_3130 
   -3.19     0.29     0.09     0.09     0.05     0.05  #BS16080-093 
   -3.53     0.25     0.09     0.09     0.06     0.06  #BS16550-087 
   -3.07     0.23     0.09     0.09     0.05     0.05  #BS16928-053 
   -4.04     0.11     0.09     0.09     0.07     0.07  #CS30336-049 
   -2.84     0.43     0.03     0.03     0.04     0.04  #CS31078-018 
   -2.68     0.24     0.08     0.08     0.03     0.03  #CS31085-024 
   -2.62     0.61     0.11     0.11     0.13     0.13  #CS22948-006 
    -3.8      0.4        0        0     0.14     0.14  #BS16076-006 
   -2.85     0.42     0.15     0.15     0.13     0.13  #CS30317-056 
   -3.12     0.04     0.22     0.22     0.14     0.14  #BS16920-017 
   -3.82      0.4        0        0     0.09     0.09  #HE0013-0257 
   -3.24     0.49        0        0     0.11     0.11  #HE0013-0522 
   -3.08     0.45        0        0      0.1      0.1  #HE0015+0048 
    -3.7     0.46        0        0     0.09     0.09  #HE0302-3417A 
   -3.32     0.43        0        0     0.06     0.06  #HE0324+0152A 
   -3.03     0.47        0        0     0.14     0.14  #HE0420+0123A 
   -3.21     0.39        0        0     0.12     0.12  #HE0432-1005A 
   -3.15     0.39        0        0      0.1      0.1  #HE1311-0131 
   -3.22     0.45        0        0     0.09     0.09  #HE2123-0329 
   -2.98     0.17        0        0     0.13     0.13  #HE2148-1105A 
      -3     0.49        0        0     0.11     0.11  #HE2238-0131 
   -2.88     0.35        0        0      0.1      0.1  #HE2253-0849 
   -3.88     0.29        0        0     0.15     0.15  #HE2302-2154A 
   -2.77      0.3     0.13     0.13     0.08     0.08  #HD107752 
   -2.81     0.28     0.13     0.13     0.09     0.09  #HD237846 
   -3.77     0.65        0        0        0        0  #BS16467-062 
   -3.36     0.61        0        0        0        0  #BS16477-003 
   -2.88     0.58        0        0        0        0  #BS17569-049 
   -4.19     0.57        0        0        0        0  #CD-38_245 
